Shipment_ID,Date,Country,Port_of_Loading,Commodity,Quantity_Tons,Export_Value_USD,Shipping_Cost_USD,Transport_Mode,Delivery_Days,Trade_Term_INCOTERM,Container_Type,Carrier
SHP2723,2015-02-18,Germany,Nhava Sheva,Electronics,15.219108859933767,164910.71024350126,10970.676863734292,Road,17.0,DAP,Reefer,MSC
SHP2724,2014-06-06,China,Mumbai,Textiles,182.02409226659384,108978.26004912854,,Road,29.0,DDP,FCL,FedEx
SHP2725,2022-04-30,UK,Nhava Sheva,Pharma,145.6452920470958,46148.94862597645,13892.37765652414,Sea,18.0,DDP,FCL,Hapag-Lloyd
SHP2726,2024-12-16,UAE,Mumbai,Pharma,137.03574140827428,82613.99414207046,,Air,3.0,EXW,Open Top,DHL
SHP2727,2016-04-04,UAE,Nhava Sheva,Textiles,106.90169995105283,197622.6125044301,16144.519949502555,Air,12.0,DAP,FCL,Maersk
SHP2728,2015-05-03,USA,Cochin,Pharma,157.48076030956963,157144.09129520037,2960.1881518277924,Sea,9.0,DDP,Reefer,MSC
SHP2729,2013-01-06,UK,Cochin,Pharma,35.35135858851021,115867.09955425284,8489.559346545078,Sea,12.0,CIF,Open Top,FedEx
SHP2730,2018-04-20,South Africa,Kolkata,Automobiles,81.4285320087453,24802.45455709606,17649.502548532393,Air,,FOB,Open Top,Maersk
SHP2731,2010-07-23,Brazil,Nhava Sheva,Automobiles,100.550828899047,84726.69341449704,11298.525788810828,Sea,19.0,CIF,Reefer,CMA CGM
SHP2732,2015-01-09,Brazil,Chennai,Textiles,26.52985204696162,54084.19977436358,7715.900092343739,Sea,14.0,CIF,LCL,FedEx
SHP2733,2009-12-18,Brazil,Kolkata,Chemicals,86.80517332081581,16058.21374206727,1154.4043925075684,Road,17.0,CIF,Reefer,CMA CGM
SHP2734,2024-09-21,China,Cochin,Electronics,66.71784695621096,109356.46896642436,13511.015640594089,Road,34.0,DAP,Reefer,CMA CGM
SHP2735,2015-03-17,USA,Nhava Sheva,Food Products,11.938518429725214,178058.76856849348,19733.625953074323,Sea,34.0,DAP,Open Top,DHL
SHP2736,2011-07-25,China,Kolkata,Food Products,31.66340353220087,135768.77389847676,18253.568695415983,Sea,28.0,DAP,Reefer,CMA CGM
SHP2737,2015-01-17,UK,Nhava Sheva,Chemicals,153.987180517657,51436.71682014121,14402.462335953873,Road,,FOB,LCL,Maersk
SHP2738,2018-12-03,UK,Cochin,Pharma,8.517392353405668,115569.75217685023,2284.798593467712,Sea,28.0,EXW,LCL,MSC
SHP2739,2016-09-20,UK,Kolkata,Electronics,187.1793933237904,188760.38810269983,,Road,7.0,DDP,LCL,DHL
SHP2740,2009-03-31,Australia,Cochin,Textiles,21.85280332721129,145137.1804787412,3899.610585175083,Road,40.0,DDP,Open Top,MSC
SHP2741,2009-10-10,Brazil,Mumbai,Chemicals,160.85142836967435,138515.83208253927,7238.140477061777,Air,6.0,EXW,Reefer,CMA CGM
SHP2742,2022-07-02,Australia,Cochin,Textiles,180.2302254839768,193695.3169130482,4863.241110272403,Road,30.0,DDP,FCL,Hapag-Lloyd
SHP2743,2023-11-14,USA,Nhava Sheva,Automobiles,,160176.9156144369,5039.901030239525,Air,3.0,CIF,Reefer,FedEx
SHP2744,2020-01-23,China,Chennai,Pharma,174.15801958171463,29051.461533552923,12411.252720433033,Air,15.0,FOB,LCL,DHL
SHP2745,2008-10-11,Brazil,Cochin,Machinery,61.07225768796143,70831.74722128788,6510.312588035393,Road,5.0,DDP,Reefer,CMA CGM
SHP2746,2012-09-19,Australia,Chennai,Textiles,69.95199061100301,193097.85874606183,13607.824954154969,Sea,27.0,FOB,Open Top,DHL
SHP2747,2016-06-04,Australia,Mumbai,Chemicals,88.17641122896481,98961.66805120358,18968.21525109437,Road,44.0,EXW,Reefer,Hapag-Lloyd
SHP2748,2019-06-03,Japan,Kolkata,Pharma,32.16285443438466,24104.2141735947,12841.862748942132,Air,18.0,DDP,Open Top,Maersk
SHP2749,2017-09-20,Australia,Kolkata,Electronics,9.343128738108652,92803.76617512367,15082.80220876535,Road,,FOB,FCL,Maersk
SHP2750,2014-07-20,South Africa,Chennai,Chemicals,174.47871478480175,,15081.29222260019,Road,15.0,CIF,FCL,FedEx
SHP2751,2011-07-12,South Africa,Kolkata,Automobiles,113.05509966103898,199514.54789288572,6747.915210306358,Air,38.0,CIF,Open Top,Maersk
SHP2752,2007-02-23,China,Cochin,Food Products,123.7009737247522,66133.25267951397,496.1682929500229,Road,10.0,EXW,Reefer,Hapag-Lloyd
SHP2753,2010-01-16,South Africa,Chennai,Electronics,185.7627525894701,,1289.949667285446,Road,21.0,DAP,LCL,MSC
SHP2754,2021-09-01,China,Nhava Sheva,Textiles,134.69843473215505,176176.77952065918,5784.792967514257,Air,18.0,DDP,Open Top,Hapag-Lloyd
SHP2755,2019-08-22,China,Cochin,Textiles,139.7164333462636,72342.90917535203,13852.95503642044,Sea,14.0,CIF,Reefer,Hapag-Lloyd
SHP2756,2018-10-16,USA,Cochin,Electronics,158.45888644516472,,18152.32614523619,Air,22.0,CIF,Reefer,CMA CGM
SHP2757,2022-08-07,Japan,Cochin,Textiles,27.687947722193737,189889.3032502978,19184.205591376776,Air,20.0,EXW,Reefer,Maersk
SHP2758,2008-02-28,UK,Nhava Sheva,Chemicals,75.23161987668935,98711.27972927302,711.8035440334543,Road,248.0,CIF,LCL,DHL
SHP2759,2016-03-18,UAE,Mumbai,Pharma,193.8005459021564,101551.1747328504,19803.72746352887,Air,27.0,DDP,LCL,FedEx
SHP2760,2021-09-09,China,Kolkata,Textiles,184.97136522961827,124997.62863162806,6585.444923462536,Road,13.0,EXW,LCL,MSC
SHP2761,2008-06-24,Germany,Chennai,Automobiles,177.39468278048602,2700.251493238472,16890.53331905528,Road,24.0,FOB,Open Top,DHL
SHP2762,2022-07-30,UK,Mumbai,Pharma,93.15725951609964,186363.97276263213,,Road,36.0,EXW,Open Top,CMA CGM
SHP2763,2024-05-27,Brazil,Chennai,Chemicals,172.15262594942712,73567.31478535925,1445.385500615812,Air,15.0,DDP,LCL,CMA CGM
SHP2764,2016-04-28,South Africa,Kolkata,Machinery,14.437196979424291,,7691.4373964412125,Air,40.0,DDP,Open Top,MSC
SHP2765,2021-07-20,UAE,Nhava Sheva,Textiles,33.9608977301379,36473.631011580525,17206.722692907722,Road,14.0,FOB,LCL,DHL
SHP2766,2008-04-03,Germany,Cochin,Textiles,85.72370120439055,76874.01943190729,4572.333334380758,Sea,41.0,EXW,Open Top,MSC
SHP2767,2014-11-21,UK,Cochin,Automobiles,99.26145300301464,161180.8190936583,3248.355049886475,Sea,38.0,DDP,Reefer,MSC
SHP2768,2018-02-01,USA,Nhava Sheva,Chemicals,56.38389493656709,160398.3511659959,18214.125713213773,Air,30.0,DDP,LCL,Maersk
SHP2769,2007-11-15,Brazil,Mumbai,Automobiles,74.51295081531855,187287.7744972997,18779.07661190489,Road,29.0,FOB,Open Top,DHL
SHP2770,2015-10-08,UAE,Mumbai,Food Products,36.741339699946906,81839.43559079757,448.4543439403967,Road,41.0,DAP,Reefer,Maersk
SHP2771,2024-02-16,Japan,Chennai,Chemicals,100.3811361846019,1277854.971743537,14603.227600826536,Air,15.0,EXW,Reefer,Maersk
SHP2772,2007-02-09,USA,Nhava Sheva,Electronics,159.79944210923296,102433.03593109632,6322.313183280668,Sea,42.0,DDP,Open Top,FedEx
SHP2773,2006-03-07,Germany,Mumbai,Electronics,133.96527676395462,161196.51232478794,7619.146525350354,Air,29.0,CIF,Reefer,Maersk
SHP2774,2007-06-01,UAE,Nhava Sheva,Electronics,26.019488236280548,143083.31780833338,9488.2389040395,Air,33.0,FOB,FCL,Hapag-Lloyd
SHP2775,2022-12-20,USA,Kolkata,Automobiles,100.07841266235964,,8650.461209455487,Road,4.0,DAP,LCL,CMA CGM
SHP2776,2021-08-02,Brazil,Cochin,Electronics,,68661.41918223111,10396.480942645683,Air,20.0,DAP,LCL,CMA CGM
SHP2777,2014-09-20,Japan,Cochin,Chemicals,108.32958282801852,51983.60767953758,11730.761971652322,Sea,28.0,FOB,Reefer,Hapag-Lloyd
SHP2778,2011-09-14,USA,Cochin,Electronics,81.37674132443205,116150.12651675029,142686.28148012044,Air,44.0,DAP,Open Top,MSC
SHP2779,2017-11-14,Australia,Nhava Sheva,Machinery,126.27331215035623,192840.8846155842,14090.958101692448,Road,33.0,DDP,FCL,DHL
SHP2780,2006-10-24,Japan,Nhava Sheva,Electronics,193.8845397335537,41613.21404827807,14428.31292427441,Sea,40.0,DAP,Open Top,DHL
SHP2781,2022-11-13,Germany,Chennai,Textiles,23.50704240438521,20859.98607105639,8919.112109038664,Road,24.0,EXW,LCL,DHL
SHP2782,2018-12-08,Brazil,Cochin,Food Products,81.05313184577433,25641.327131110094,,Air,38.0,CIF,Reefer,Maersk
SHP2783,2016-08-09,South Africa,Chennai,Automobiles,,157053.5378975297,12884.65064213843,Air,21.0,DDP,FCL,DHL
SHP2784,2013-08-30,South Africa,Cochin,Pharma,117.50862554133236,71320.75124834361,15504.542904544038,Air,16.0,FOB,Reefer,DHL
SHP2785,2009-11-23,South Africa,Chennai,Food Products,34.674047366973994,46424.631883091184,12834.568519838203,Road,16.0,CIF,FCL,DHL
SHP2786,2022-12-12,UAE,Chennai,Machinery,39.44539082474156,71863.13543795301,11843.48436376695,Air,,DDP,Reefer,CMA CGM
SHP2787,2011-12-08,Germany,Kolkata,Automobiles,60.64547026958166,129775.50094024531,4742.357426445205,Sea,19.0,CIF,Open Top,Hapag-Lloyd
SHP2788,2014-08-15,Brazil,Chennai,Chemicals,191.3946584373613,110263.85071600018,12973.713408221314,Sea,39.0,DAP,LCL,FedEx
SHP2789,2006-01-21,Japan,Nhava Sheva,Automobiles,148.15117334002602,149230.70249120274,6830.153048608997,Road,,FOB,Reefer,MSC
SHP2790,2018-11-17,UAE,Chennai,Textiles,134.0301938298431,69136.6813993917,18407.26548370304,Road,3.0,FOB,Reefer,Hapag-Lloyd
SHP2791,2024-07-23,Germany,Cochin,Chemicals,164.30674904188115,91501.6575460077,13143.65783664762,Road,6.0,EXW,FCL,DHL
SHP2792,2010-06-30,Australia,Chennai,Food Products,,22189.737054658854,5707.957598824393,Air,9.0,DAP,Open Top,MSC
SHP2793,2006-05-28,Brazil,Mumbai,Food Products,172.56989984613156,16465.611914490728,9563.952805405816,Sea,13.0,EXW,Open Top,MSC
SHP2794,2018-05-11,South Africa,Cochin,Electronics,120.99237920806328,93526.53808313188,16962.30926252388,Sea,16.0,EXW,FCL,Hapag-Lloyd
SHP2795,2024-02-10,USA,Mumbai,Chemicals,70.38915645449241,61716.12827429286,6842.186233416421,Sea,44.0,DAP,Open Top,Hapag-Lloyd
SHP2796,2019-07-04,Brazil,Cochin,Textiles,164.09177487040964,123334.5132829539,10603.723289017144,Road,21.0,DDP,LCL,Hapag-Lloyd
SHP2797,2023-07-13,China,Nhava Sheva,Electronics,161.5000841979817,10514.428758025238,13657.465470380146,Road,42.0,EXW,Reefer,FedEx
SHP2798,2016-12-21,Germany,Nhava Sheva,Electronics,169.9131734347618,26109.74276471396,,Air,5.0,CIF,FCL,Hapag-Lloyd
SHP2799,2013-11-09,UK,Nhava Sheva,Automobiles,27.52599052086152,173307.78059906623,,Road,10.0,DDP,Open Top,FedEx
SHP2800,2008-12-03,Australia,Mumbai,Food Products,194.02544277417635,114129.7010607827,11390.015632610322,Sea,31.0,DAP,LCL,Maersk
SHP2801,2007-10-11,Brazil,Kolkata,Electronics,192.1270999889976,142986.797670863,18261.558029824788,Air,39.0,FOB,LCL,CMA CGM
SHP2802,2019-05-30,UK,Cochin,Machinery,74.7065808728396,168710.47950404455,19373.52367389194,Road,11.0,DDP,Open Top,FedEx
SHP2803,2015-02-03,China,Nhava Sheva,Machinery,17.84933355132433,,13191.671842675292,Road,21.0,EXW,Open Top,CMA CGM
SHP2804,2018-12-29,Japan,Cochin,Food Products,37.57585554641321,152689.95602556027,19676.483922367715,Sea,14.0,CIF,FCL,DHL
SHP2805,2019-12-07,USA,Mumbai,Machinery,198.60201096171596,105867.9446565578,,Air,278.0,DAP,Open Top,Maersk
SHP2806,2024-11-08,UK,Kolkata,Automobiles,114.78752391847428,46104.25651419337,8963.579589662479,Road,39.0,FOB,FCL,MSC
SHP2807,2015-05-28,Germany,Mumbai,Textiles,,68855.92142258602,11121.431687175267,Road,27.0,CIF,Reefer,Hapag-Lloyd
SHP2808,2017-01-01,South Africa,Cochin,Pharma,61.19952530075757,,2491.1054064177374,Air,40.0,FOB,LCL,DHL
SHP2809,2021-03-07,China,Kolkata,Electronics,55.11338838563477,64743.339330109615,8153.975209770678,Air,19.0,DAP,FCL,MSC
SHP2810,2022-10-27,USA,Kolkata,Pharma,134.50978918562402,,9276.420050004468,Road,35.0,DDP,LCL,CMA CGM
SHP2811,2022-05-30,Australia,Mumbai,Textiles,,68803.78058725575,17002.83041467537,Road,41.0,EXW,Reefer,MSC
SHP2812,2013-04-13,South Africa,Nhava Sheva,Textiles,193.2550863768793,,15221.242136300456,Sea,16.0,DAP,Open Top,Hapag-Lloyd
SHP2813,2009-03-23,Brazil,Cochin,Automobiles,138.3493909758455,18759.23622802577,12108.246387451054,Air,30.0,CIF,FCL,Hapag-Lloyd
SHP2814,2017-03-21,UK,Chennai,Machinery,159.44869525454743,,7076.089250550145,Road,20.0,DDP,Open Top,FedEx
SHP2815,2019-06-24,USA,Chennai,Machinery,62.08460197371618,23969.33968479868,3903.28479671461,Road,35.0,FOB,LCL,FedEx
SHP2816,2018-06-08,UAE,Mumbai,Textiles,20.44134977618204,70054.00424285236,7085.747414109633,Road,44.0,DDP,FCL,CMA CGM
SHP2817,2016-01-30,Japan,Cochin,Automobiles,100.1254532894668,119586.6175450453,13660.12060499081,Road,17.0,DDP,Reefer,Hapag-Lloyd
SHP2818,2014-03-24,Japan,Cochin,Automobiles,66.34340157651431,39253.09158746297,5408.148421883656,Sea,13.0,CIF,Reefer,Maersk
SHP2819,2014-03-28,China,Mumbai,Food Products,44.40621717654511,177825.7515085223,8652.356575041485,Air,38.0,EXW,Open Top,DHL
SHP2820,2022-03-24,Australia,Cochin,Chemicals,190.765215506168,162059.721385411,7858.050650657305,Road,17.0,DDP,Reefer,CMA CGM
SHP2821,2016-11-29,China,Nhava Sheva,Electronics,91.5777017966959,105064.3683362144,15358.683263062992,Air,32.0,DDP,Reefer,CMA CGM
SHP2822,2016-04-09,UAE,Mumbai,Chemicals,39.0681754495132,145393.54650104526,17698.98383275086,Air,17.0,EXW,Open Top,MSC
SHP2823,2013-02-14,Germany,Nhava Sheva,Machinery,,74533.04789035417,14047.544944857344,Road,25.0,EXW,Open Top,CMA CGM
SHP2824,2009-03-06,Australia,Cochin,Textiles,59.73839978059584,9282.0029611518,6963.724766474076,Road,17.0,FOB,FCL,DHL
SHP2825,2006-04-10,Germany,Mumbai,Food Products,199.866672296994,181057.9038114429,,Road,31.0,FOB,FCL,Maersk
SHP2826,2019-06-19,Australia,Cochin,Pharma,57.26224260132148,27303.11067504876,3038.333050263684,Sea,13.0,EXW,Open Top,MSC
SHP2827,2016-08-30,Australia,Mumbai,Machinery,,189691.59458317095,3528.3294657788747,Road,20.0,DAP,LCL,DHL
SHP2828,2006-04-05,UAE,Cochin,Electronics,133.56898495688029,115232.75247668978,3452.992837024997,Air,42.0,EXW,LCL,FedEx
SHP2829,2011-09-13,Brazil,Nhava Sheva,Automobiles,,62501.48608224313,2785.609879713942,Air,33.0,FOB,FCL,CMA CGM
SHP2830,2019-12-06,UAE,Nhava Sheva,Textiles,47.08182895664021,100113.87541574523,3755.708324480777,Sea,11.0,CIF,FCL,Hapag-Lloyd
SHP2831,2008-02-29,Australia,Cochin,Machinery,35.93425139667174,101322.70216677264,,Road,,CIF,Open Top,FedEx
SHP2832,2021-01-24,USA,Mumbai,Pharma,,6610.841729631217,2414.5496871931314,Road,13.0,DDP,LCL,Hapag-Lloyd
SHP2833,2009-08-02,Germany,Chennai,Electronics,25.653559477610838,72381.05067305945,12877.162293307694,Sea,19.0,CIF,Open Top,DHL
SHP2834,2013-05-05,UAE,Nhava Sheva,Electronics,8.636084350882665,148493.42830949766,19809.950384727552,Sea,35.0,FOB,FCL,Maersk
SHP2835,2019-08-22,Brazil,Nhava Sheva,Food Products,161.90513098026207,102993.69941224018,17607.897544114672,Road,13.0,CIF,Reefer,Hapag-Lloyd
SHP2836,2011-08-29,UK,Chennai,Machinery,31.88951377084243,50357.56316789767,,Road,41.0,DAP,Reefer,DHL
SHP2837,2021-08-30,China,Cochin,Pharma,156.31548571397224,68351.75228731491,8576.56442209515,Air,10.0,EXW,Reefer,MSC
SHP2838,2013-08-25,Australia,Mumbai,Electronics,,172884.76983695792,17214.34946880889,Road,6.0,EXW,Open Top,CMA CGM
SHP2839,2023-06-30,UK,Cochin,Textiles,,106058.83468974546,2866.5613962415296,Road,38.0,FOB,LCL,Maersk
SHP2840,2021-01-20,Japan,Kolkata,Electronics,65.38798187102553,106613.72026514472,16983.373903710446,Air,21.0,DDP,FCL,Maersk
SHP2841,2016-08-20,South Africa,Nhava Sheva,Pharma,33.28138308122825,,11935.472629190406,Air,26.0,EXW,LCL,MSC
SHP2842,2012-02-29,Brazil,Kolkata,Automobiles,148.67699581059483,65534.51700925539,,Air,43.0,CIF,LCL,Maersk
SHP2843,2015-09-23,South Africa,Nhava Sheva,Automobiles,122.27046226644826,96949.14277103322,,Air,20.0,DAP,FCL,DHL
SHP2844,2014-07-14,Brazil,Nhava Sheva,Food Products,,162719.2923487251,13605.279576762608,Sea,35.0,DDP,LCL,Maersk
SHP2845,2020-10-28,USA,Kolkata,Machinery,6.690472519800553,152264.62527963187,13224.888665479371,Air,38.0,DDP,Reefer,Maersk
SHP2846,2014-12-01,China,Kolkata,Pharma,185.86581806302576,54628.285541877165,4420.651207359781,Sea,12.0,DDP,FCL,Maersk
SHP2847,2021-09-03,UK,Cochin,Food Products,17.926586552077296,31916.0274258664,2511.708749728569,Air,16.0,EXW,Reefer,DHL
SHP2848,2015-04-23,Germany,Kolkata,Chemicals,,140739.50608509892,8424.789913382207,Air,9.0,DDP,Open Top,FedEx
SHP2849,2006-04-19,Brazil,Cochin,Electronics,83.52877168208155,53015.92300782457,3894.28478196387,Air,14.0,FOB,Reefer,CMA CGM
SHP2850,2008-06-10,Germany,Cochin,Chemicals,5.2643272771000245,,2227.851010019627,Road,24.0,CIF,Open Top,Hapag-Lloyd
SHP2851,2013-11-06,China,Cochin,Electronics,101.93241532340544,27591.043409866765,6186.069318803291,Sea,29.0,DAP,Open Top,FedEx
SHP2852,2018-06-18,Australia,Nhava Sheva,Automobiles,151.79775392964694,65026.40962668575,17237.700867373638,Air,39.0,CIF,FCL,Maersk
SHP2853,2010-04-02,Japan,Nhava Sheva,Food Products,165.53738735738057,12847.874891132926,539.5334495635523,Road,13.0,FOB,Reefer,MSC
SHP2854,2017-01-25,UK,Kolkata,Automobiles,176.48241369464745,141254.45075894886,5994.226098099078,Sea,38.0,FOB,Reefer,MSC
SHP2855,2012-12-05,China,Nhava Sheva,Textiles,100.10517932149703,178470.00448524885,8596.233267246947,Sea,15.0,CIF,Reefer,DHL
SHP2856,2020-01-05,China,Kolkata,Chemicals,127.97405715328183,127903.15641153938,,Road,34.0,EXW,FCL,CMA CGM
SHP2857,2024-04-17,USA,Nhava Sheva,Chemicals,20.50634409281726,187675.09707127372,3795.2346659831874,Sea,10.0,FOB,Open Top,Maersk
SHP2858,2009-02-02,South Africa,Mumbai,Automobiles,100.16745373494123,27443.78774323951,19291.55995679301,Road,9.0,DDP,Open Top,DHL
SHP2859,2017-11-15,Japan,Mumbai,Textiles,35.189072199988374,19371.317598014382,11661.686262729352,Air,19.0,DAP,Open Top,Hapag-Lloyd
SHP2860,2009-06-29,UK,Kolkata,Electronics,77.08040793639168,168005.72077113943,10537.788831729473,Road,24.0,DAP,FCL,CMA CGM
SHP2861,2009-05-10,Australia,Nhava Sheva,Food Products,69.21453600859687,171391.21272652852,374.6872608207549,Sea,36.0,FOB,FCL,CMA CGM
SHP2862,2010-11-29,Australia,Nhava Sheva,Textiles,87.59041256209409,166545.82636721138,9817.16451204094,Sea,22.0,DDP,LCL,DHL
SHP2863,2022-11-27,UAE,Cochin,Food Products,116.46914050495585,160195.05070168164,16785.878463212644,Air,10.0,CIF,Reefer,FedEx
SHP2864,2006-08-25,China,Chennai,Chemicals,181.0609461772842,,4548.961952414606,Road,24.0,DAP,Open Top,MSC
SHP2865,2009-09-24,Brazil,Kolkata,Food Products,81.92450311276355,45057.49255109477,7153.909854050977,Air,29.0,DDP,LCL,FedEx
SHP2866,2016-08-08,USA,Chennai,Chemicals,196.3205831637524,185903.19595956244,607.3150008163719,Road,36.0,DDP,LCL,CMA CGM
SHP2867,2006-12-16,Japan,Chennai,Textiles,153.01046936998455,62786.03620397013,,Road,23.0,EXW,Reefer,MSC
SHP2868,2018-10-06,Australia,Kolkata,Chemicals,104.73880412373474,80884.72106847838,1519.705583135208,Road,,FOB,FCL,CMA CGM
SHP2869,2020-09-12,UK,Nhava Sheva,Machinery,130.5851552368291,140512.67397142336,17984.778253409473,Air,7.0,DDP,LCL,CMA CGM
SHP2870,2011-05-26,UAE,Kolkata,Chemicals,24.933713370729176,60084.50383880955,6397.156740773003,Air,40.0,CIF,FCL,CMA CGM
SHP2871,2019-04-11,UK,Chennai,Automobiles,169.68169860616268,164187.78386907824,11833.616759320395,Sea,19.0,DAP,FCL,Hapag-Lloyd
SHP2872,2014-08-06,USA,Nhava Sheva,Textiles,118.55970373747334,,13650.447691326866,Air,10.0,EXW,Reefer,MSC
SHP2873,2011-08-11,Brazil,Mumbai,Electronics,197.2831586408724,158654.16814300904,2988.417515136068,Road,21.0,CIF,LCL,Hapag-Lloyd
SHP2874,2020-06-14,UAE,Kolkata,Food Products,129.10360503180556,121166.56187832524,8986.435680050643,Road,7.0,DAP,Open Top,MSC
SHP2875,2006-04-13,UAE,Kolkata,Pharma,167.65175873693337,115452.7415344914,6644.228784883519,Road,25.0,FOB,LCL,Hapag-Lloyd
SHP2876,2024-10-17,South Africa,Nhava Sheva,Textiles,,92758.6537494548,1320.7288189882136,Air,21.0,CIF,Open Top,Hapag-Lloyd
SHP2877,2014-03-15,Japan,Mumbai,Automobiles,72.36492453631243,56855.02806411764,16697.23435698498,Sea,16.0,DAP,Open Top,Hapag-Lloyd
SHP2878,2020-06-15,UAE,Mumbai,Chemicals,55.62407192047628,93885.91651538486,1094.321578650059,Air,12.0,EXW,FCL,DHL
SHP2879,2013-10-24,South Africa,Nhava Sheva,Food Products,88.94624876914445,,13134.507597780565,Sea,33.0,DAP,Open Top,Hapag-Lloyd
SHP2880,2007-08-01,South Africa,Cochin,Machinery,96.11206215972324,117583.32937904783,6418.732053112971,Air,15.0,DDP,Reefer,FedEx
SHP2881,2019-10-18,USA,Kolkata,Electronics,51.816516877645554,57751.70859939499,4004.1606785969584,Road,24.0,EXW,LCL,FedEx
SHP2882,2012-08-07,Germany,Kolkata,Machinery,179.44658530343952,17363.925231277506,13408.303816443797,Sea,39.0,CIF,FCL,CMA CGM
SHP2883,2012-01-16,UK,Chennai,Pharma,110.79683314862596,30727.71043454937,11575.846747618876,Air,41.0,FOB,FCL,Maersk
SHP2884,2011-07-11,Brazil,Nhava Sheva,Textiles,195.79665646994607,140437.13142939142,6442.073896021631,Road,12.0,EXW,Open Top,Hapag-Lloyd
SHP2885,2015-06-17,UK,Chennai,Food Products,162.95346671902135,6453.481267837016,,Sea,33.0,EXW,FCL,Maersk
SHP2886,2011-03-31,UAE,Chennai,Textiles,113.36244777642948,171575.72283979514,5075.494603882948,Sea,37.0,EXW,Reefer,Maersk
SHP2887,2018-07-22,Brazil,Mumbai,Automobiles,189.67285423815005,139490.67084102283,17301.189888253306,Road,15.0,DAP,Reefer,CMA CGM
SHP2888,2008-05-29,Australia,Kolkata,Textiles,103.45058894358488,154081.13517892783,6413.6118504778,Road,32.0,DDP,FCL,Maersk
SHP2889,2023-02-07,Germany,Chennai,Electronics,177.98576994114077,167524.920920508,,Air,36.0,FOB,FCL,Maersk
SHP2890,2011-07-11,Australia,Mumbai,Pharma,74.83823233318208,26296.66789817587,15086.307478981093,Air,38.0,FOB,Reefer,FedEx
SHP2891,2018-11-18,Australia,Nhava Sheva,Machinery,78.83526476379834,164845.31601207313,548.3312622795147,Road,37.0,DDP,Open Top,Maersk
SHP2892,2022-06-04,Japan,Chennai,Pharma,86.53548317933158,101919.20265649316,5506.632295304291,Air,,DAP,FCL,MSC
SHP2893,2012-10-16,UK,Kolkata,Food Products,111.592000958933,177333.720073133,7632.825368893228,Road,6.0,DAP,Open Top,Hapag-Lloyd
SHP2894,2013-01-01,USA,Chennai,Textiles,112.93060268877068,177544.147009948,17668.31164346936,Road,8.0,DDP,FCL,Hapag-Lloyd
SHP2895,2024-03-07,Australia,Nhava Sheva,Food Products,101.79778972703144,6787.252663325701,19018.74769045721,Air,30.0,DDP,Reefer,Maersk
SHP2896,2011-08-10,UAE,Chennai,Machinery,64.67018984871765,77807.3126657407,14386.263744896209,Air,32.0,CIF,FCL,CMA CGM
SHP2897,2009-05-15,Germany,Kolkata,Food Products,185.8052606342121,106226.96158132413,9952.129263991264,Sea,29.0,DAP,FCL,MSC
SHP2898,2006-07-23,China,Mumbai,Automobiles,119.77428898310458,,12884.306671342236,Sea,7.0,EXW,FCL,CMA CGM
SHP2899,2010-01-15,Australia,Kolkata,Pharma,84.50914715736101,58664.87684345852,,Air,41.0,FOB,Reefer,CMA CGM
SHP2900,2010-08-20,Germany,Mumbai,Machinery,,51924.16761160115,6116.751470603624,Air,37.0,DAP,Reefer,Maersk
SHP2901,2022-06-03,Brazil,Cochin,Machinery,,77490.61237963136,19023.623749164643,Air,41.0,DDP,Reefer,DHL
SHP2902,2015-09-19,UK,Kolkata,Chemicals,192.3419772045074,101185.8609664791,2484.726534396491,Sea,17.0,EXW,LCL,Maersk
